-2	-0.0434045
-1.9	-0.0527443
-1.8	-0.0652105
-1.7	-0.0823571
-1.6	-0.106861
-1.5	-0.143704
-1.4	-0.203177
-1.3	-0.310017
-1.2	-0.526707
-1.1	-0.726044
-1	0.331621
-0.9	1.329
-0.8	1.10246
-0.7	0.840579
-0.6	0.701936
-0.5	0.620431
-0.4	0.568808
-0.3	0.53532
-0.2	0.514209
-0.1	0.502501
6.38378e-16	0.498744
0.1	0.502501
0.2	0.514209
0.3	0.53532
0.4	0.568808
0.5	0.620431
0.6	0.701936
0.7	0.840579
0.8	1.10246
0.9	1.329
1	0.331621
1.1	-0.726044
1.2	-0.526707
1.3	-0.310017
1.4	-0.203177
1.5	-0.143704
1.6	-0.106861
1.7	-0.0823571
1.8	-0.0652105
1.9	-0.0527443
